count epyc 0-master 0 simple 1 1 22516.334801 0.044
count epyc 0-master 0 simple 8 1 165635.605230 0.048
count epyc 0-master 0 simple 16 1 328377.213672 0.049
count epyc 0-master 0 simple 32 1 645729.993808 0.050
count epyc 0-master 0 simple 64 1 1105387.283305 0.058
count epyc 0-master 0 simple 96 1 1313196.011558 0.073
count epyc 0-master 0 simple 160 1 1634662.493550 0.098
count epyc 0-master 0 simple 224 1 1780193.693825 0.126
count epyc 0-master 0 prepared 1 1 25262.537475 0.040
count epyc 0-master 0 prepared 8 1 185849.848794 0.043
count epyc 0-master 0 prepared 16 1 367902.067366 0.043
count epyc 0-master 0 prepared 32 1 725357.319583 0.044
count epyc 0-master 0 prepared 64 1 1250684.044800 0.051
count epyc 0-master 0 prepared 96 1 1494752.837134 0.064
count epyc 0-master 0 prepared 160 1 1843188.970448 0.087
count epyc 0-master 0 prepared 224 1 2031664.866174 0.110
count epyc 0-master 1 simple 1 1 18253.410333 0.055
count epyc 0-master 1 simple 8 1 138599.874443 0.058
count epyc 0-master 1 simple 16 1 275363.790935 0.058
count epyc 0-master 1 simple 32 1 544493.371737 0.059
count epyc 0-master 1 simple 64 1 925412.618634 0.069
count epyc 0-master 1 simple 96 1 1099923.352451 0.087
count epyc 0-master 1 simple 160 1 1367396.572215 0.117
count epyc 0-master 1 simple 224 1 1455455.290323 0.154
count epyc 0-master 1 prepared 1 1 21160.643392 0.047
count epyc 0-master 1 prepared 8 1 161608.225156 0.050
count epyc 0-master 1 prepared 16 1 322155.188374 0.050
count epyc 0-master 1 prepared 32 1 633215.872284 0.051
count epyc 0-master 1 prepared 64 1 1100844.874640 0.058
count epyc 0-master 1 prepared 96 1 1314419.440945 0.073
count epyc 0-master 1 prepared 160 1 1631836.604455 0.098
count epyc 0-master 1 prepared 224 1 1787893.781328 0.125
count epyc 0-master 10 simple 1 1 14334.782939 0.070
count epyc 0-master 10 simple 8 1 104773.535807 0.076
count epyc 0-master 10 simple 16 1 208910.641482 0.077
count epyc 0-master 10 simple 32 1 413129.606418 0.077
count epyc 0-master 10 simple 64 1 715347.658921 0.089
count epyc 0-master 10 simple 96 1 855485.663792 0.112
count epyc 0-master 10 simple 160 1 1033844.303556 0.155
count epyc 0-master 10 simple 224 1 1109939.142382 0.202
count epyc 0-master 10 prepared 1 1 18000.059609 0.056
count epyc 0-master 10 prepared 8 1 131911.358981 0.061
count epyc 0-master 10 prepared 16 1 264121.462710 0.061
count epyc 0-master 10 prepared 32 1 522515.991844 0.061
count epyc 0-master 10 prepared 64 1 916530.959649 0.070
count epyc 0-master 10 prepared 96 1 1108476.304189 0.087
count epyc 0-master 10 prepared 160 1 1393772.125764 0.115
count epyc 0-master 10 prepared 224 1 1524540.508906 0.147
count epyc 0-master 100 simple 1 1 3555.242616 0.281
count epyc 0-master 100 simple 8 1 21305.263910 0.375
count epyc 0-master 100 simple 16 1 37065.264829 0.432
count epyc 0-master 100 simple 32 1 56374.532404 0.568
count epyc 0-master 100 simple 64 1 56480.663032 1.133
count epyc 0-master 100 simple 96 1 50247.634728 1.911
count epyc 0-master 100 simple 160 1 42026.796150 3.807
count epyc 0-master 100 simple 224 1 40719.722050 5.501
count epyc 0-master 100 prepared 1 1 4152.518008 0.241
count epyc 0-master 100 prepared 8 1 23500.532166 0.340
count epyc 0-master 100 prepared 16 1 40054.356569 0.399
count epyc 0-master 100 prepared 32 1 58042.610767 0.551
count epyc 0-master 100 prepared 64 1 58859.681126 1.087
count epyc 0-master 100 prepared 96 1 52045.358873 1.845
count epyc 0-master 100 prepared 160 1 43121.829594 3.710
count epyc 0-master 100 prepared 224 1 41754.062308 5.365
count epyc 0-master 1000 simple 1 1 156.004919 6.410
count epyc 0-master 1000 simple 8 1 803.520811 9.956
count epyc 0-master 1000 simple 16 1 1340.808143 11.933
count epyc 0-master 1000 simple 32 1 2135.778082 14.983
count epyc 0-master 1000 simple 64 1 2981.098338 21.469
count epyc 0-master 1000 simple 96 1 3210.181798 29.905
count epyc 0-master 1000 simple 160 1 3161.356076 50.611
count epyc 0-master 1000 simple 224 1 3107.188150 72.091
count epyc 0-master 1000 prepared 1 1 354.235518 2.823
count epyc 0-master 1000 prepared 8 1 1589.956653 5.032
count epyc 0-master 1000 prepared 16 1 2440.268978 6.557
count epyc 0-master 1000 prepared 32 1 3651.192669 8.764
count epyc 0-master 1000 prepared 64 1 4862.919270 13.161
count epyc 0-master 1000 prepared 96 1 4984.996908 19.258
count epyc 0-master 1000 prepared 160 1 4754.921486 33.649
count epyc 0-master 1000 prepared 224 1 4763.369656 47.026
