  PID TTY      STAT   TIME COMMAND
    1 ?        Ss     0:13 init [3]
    2 ?        S      0:00 [kthreadd]
    3 ?        S      0:00 [pool_workqueue_release]
    4 ?        I<     0:00 [kworker/R-rcu_g]
    5 ?        I<     0:00 [kworker/R-rcu_p]
    6 ?        I<     0:00 [kworker/R-slub_]
    7 ?        I<     0:00 [kworker/R-netns]
    9 ?        I<     0:00 [kworker/0:0H-kblockd]
   12 ?        I<     0:00 [kworker/R-mm_pe]
   13 ?        I      0:00 [rcu_tasks_kthread]
   14 ?        S      1:21 [ksoftirqd/0]
   15 ?        I      8:12 [rcu_preempt]
   16 ?        S      0:00 [migration/0]
   17 ?        S      0:00 [cpuhp/0]
   18 ?        S      0:00 [cpuhp/1]
   19 ?        S      0:01 [migration/1]
   20 ?        S      1:16 [ksoftirqd/1]
   22 ?        I<     0:00 [kworker/1:0H-kblockd]
   23 ?        S      0:00 [cpuhp/2]
   24 ?        S      0:01 [migration/2]
   25 ?        S      1:12 [ksoftirqd/2]
   27 ?        I<     0:00 [kworker/2:0H-kblockd]
   28 ?        S      0:00 [cpuhp/3]
   29 ?        S      0:01 [migration/3]
   30 ?        S      1:08 [ksoftirqd/3]
   32 ?        I<     0:00 [kworker/3:0H-kblockd]
   33 ?        S      0:00 [cpuhp/4]
   34 ?        S      0:01 [migration/4]
   35 ?        S      1:07 [ksoftirqd/4]
   37 ?        I<     0:00 [kworker/4:0H-kblockd]
   38 ?        S      0:00 [cpuhp/5]
   39 ?        S      0:01 [migration/5]
   40 ?        S      1:07 [ksoftirqd/5]
   42 ?        I<     0:00 [kworker/5:0H-kblockd]
   43 ?        S      0:00 [cpuhp/6]
   44 ?        S      0:01 [migration/6]
   45 ?        S      1:07 [ksoftirqd/6]
   47 ?        I<     0:00 [kworker/6:0H-kblockd]
   48 ?        S      0:00 [cpuhp/7]
   49 ?        S      0:01 [migration/7]
   50 ?        S      1:06 [ksoftirqd/7]
   52 ?        I<     0:00 [kworker/7:0H-kblockd]
   53 ?        S      0:00 [cpuhp/8]
   54 ?        S      0:01 [migration/8]
   55 ?        S      1:07 [ksoftirqd/8]
   57 ?        I<     0:00 [kworker/8:0H-events_highpri]
   58 ?        S      0:00 [cpuhp/9]
   59 ?        S      0:01 [migration/9]
   60 ?        S      1:09 [ksoftirqd/9]
   62 ?        I<     0:00 [kworker/9:0H-events_highpri]
   63 ?        S      0:00 [cpuhp/10]
   64 ?        S      0:01 [migration/10]
   65 ?        S      1:09 [ksoftirqd/10]
   67 ?        I<     0:00 [kworker/10:0H-events_highpri]
   68 ?        S      0:00 [cpuhp/11]
   69 ?        S      0:01 [migration/11]
   70 ?        S      1:09 [ksoftirqd/11]
   72 ?        I<     0:00 [kworker/11:0H-events_highpri]
   73 ?        S      0:00 [cpuhp/12]
   74 ?        S      0:01 [migration/12]
   75 ?        S      1:09 [ksoftirqd/12]
   77 ?        I<     0:00 [kworker/12:0H-events_highpri]
   78 ?        S      0:00 [cpuhp/13]
   79 ?        S      0:01 [migration/13]
   80 ?        S      1:09 [ksoftirqd/13]
   82 ?        I<     0:00 [kworker/13:0H-events_highpri]
   83 ?        S      0:00 [cpuhp/14]
   84 ?        S      0:01 [migration/14]
   85 ?        S      1:09 [ksoftirqd/14]
   87 ?        I<     0:00 [kworker/14:0H-events_highpri]
   88 ?        S      0:00 [cpuhp/15]
   89 ?        S      0:01 [migration/15]
   90 ?        S      1:09 [ksoftirqd/15]
   92 ?        I<     0:00 [kworker/15:0H-events_highpri]
   93 ?        S      0:00 [cpuhp/16]
   94 ?        S      0:00 [migration/16]
   95 ?        S      1:02 [ksoftirqd/16]
   97 ?        I<     0:00 [kworker/16:0H-kblockd]
   98 ?        S      0:00 [cpuhp/17]
   99 ?        S      0:00 [migration/17]
  100 ?        S      1:06 [ksoftirqd/17]
  102 ?        I<     0:00 [kworker/17:0H-events_highpri]
  103 ?        S      0:00 [cpuhp/18]
  104 ?        S      0:00 [migration/18]
  105 ?        S      1:08 [ksoftirqd/18]
  107 ?        I<     0:00 [kworker/18:0H-events_highpri]
  108 ?        S      0:00 [cpuhp/19]
  109 ?        S      0:00 [migration/19]
  110 ?        S      1:10 [ksoftirqd/19]
  112 ?        I<     0:00 [kworker/19:0H-events_highpri]
  113 ?        S      0:00 [cpuhp/20]
  114 ?        S      0:00 [migration/20]
  115 ?        S      1:10 [ksoftirqd/20]
  117 ?        I<     0:00 [kworker/20:0H-events_highpri]
  118 ?        S      0:00 [cpuhp/21]
  119 ?        S      0:00 [migration/21]
  120 ?        S      1:10 [ksoftirqd/21]
  122 ?        I<     0:00 [kworker/21:0H-events_highpri]
  123 ?        S      0:00 [cpuhp/22]
  124 ?        S      0:00 [migration/22]
  125 ?        S      1:10 [ksoftirqd/22]
  127 ?        I<     0:00 [kworker/22:0H-events_highpri]
  128 ?        S      0:00 [cpuhp/23]
  129 ?        S      0:00 [migration/23]
  130 ?        S      1:10 [ksoftirqd/23]
  132 ?        I<     0:00 [kworker/23:0H-events_highpri]
  133 ?        S      0:00 [cpuhp/24]
  134 ?        S      0:00 [migration/24]
  135 ?        S      1:10 [ksoftirqd/24]
  137 ?        I<     0:00 [kworker/24:0H-events_highpri]
  138 ?        S      0:00 [cpuhp/25]
  139 ?        S      0:00 [migration/25]
  140 ?        S      1:11 [ksoftirqd/25]
  142 ?        I<     0:00 [kworker/25:0H-events_highpri]
  143 ?        S      0:00 [cpuhp/26]
  144 ?        S      0:00 [migration/26]
